id,xid,name,longitude,latitude,distance,rate,osm,kinds,country
3818906,N3429300976,Гостиница «Бристоль»,38.9347267,47.2119827,,7,node/3429300976,"accomodations,other_hotels",Россия
3982337,N4549651178,"амакс курорт """"старая русса""""",31.3675194,57.9855194,,7,node/4549651178,"accomodations,resorts",Россия
3994795,N6152315069,порт на невском,30.35355,59.9330826,,7,node/6152315069,"accomodations,hostels,guest_houses",Россия
9522713,R6938164,Тихий океан,131.8796692,43.1170998,,7,relation/6938164,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Россия
9595921,R10572941,"hotel metropol palace, a luxury collection hotel",20.473774,44.8067894,,7,relation/10572941,"accomodations,other_hotels",Unknown
10052622,N6726991877,Dealul Șprenghi,25.576128,45.6615753,,7,node/6726991877,"mountain_peaks,campsites,fortifications,historic,accomodations,archaeology,geological_formations,natural,interesting_places,other_fortifications,other_archaeological_sites",Unknown
11182767,W506554717,Schronisko PTTK na Luboniu Wielkim,19.9919014,49.6534309,,7,way/506554717,"architecture,historic_architecture,accomodations,interesting_places,alpine_hut,other_buildings_and_structures",Unknown
11184818,N4551462797,Cafe Bristol,21.0158978,52.242115,,7,node/4551462797,"accomodations,other_hotels,cafes,foods,tourist_facilities",Unknown
11187458,W66874999,бельмонд гранд отель европа,30.3302441,59.9356575,,7,way/66874999,"accomodations,other_hotels",Россия
11187584,N933070337,Северный,34.3615913,61.7887154,,7,node/933070337,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,restaurants,foods,tourist_facilities,other_buildings_and_structures",Россия
11187628,W167786148,Дача Шаляпина,41.5901222,57.4375916,,7,way/167786148,"architecture,historic_architecture,accomodations,interesting_places,villas_and_chalet,other_buildings_and_structures",Россия
11188823,N4903155368,Золотой рог,131.8832703,43.1166611,,7,node/4903155368,"accomodations,cultural,theatres_and_entertainments,interesting_places,other_theatres,other_hotels,shops,malls,tourist_facilities",Россия
11201425,W42082055,гостиница северная,34.360569,61.7890511,,7,way/42082055,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Россия
11202434,R225031,Националь,37.6137352,55.7567902,,7,relation/225031,"accomodations,other_hotels",Россия
11203636,N1369465674,Hotelli Seurahuone,24.9398689,60.1701202,,7,node/1369465674,"accomodations,other_hotels",Unknown
11219184,R1831089,"hotel bristol, a luxury collection hotel, warsaw",21.0157223,52.2424049,,7,relation/1831089,"accomodations,other_hotels",Unknown
11219204,W40286950,Grand Hotel Traian,27.5795078,47.1662674,,7,way/40286950,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Unknown
11245124,N6827076186,Куршумли-хан,21.4371204,42.0025787,,7,node/6827076186,"architecture,historic_architecture,accomodations,interesting_places,restaurants,foods,tourist_facilities,hostels,other_buildings_and_structures",Unknown
11245614,N1516840255,Hotel Copernicus,19.9375839,50.0562706,,7,node/1516840255,"accomodations,other_hotels",Unknown
11245657,W108575948,Вилла Елена,34.1646881,44.4945831,,7,way/108575948,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Россия
11279746,R3107676,Астория,30.3087807,59.9330444,,7,relation/3107676,"accomodations,other_hotels",Россия
11279774,N3737145992,хостел «бельведер»,28.7455196,60.7122917,,7,node/3737145992,"architecture,historic_architecture,accomodations,interesting_places,hostels,other_buildings_and_structures",Россия
11280042,N362822182,Волга,46.02631,51.5319214,,7,node/362822182,"accomodations,other_hotels",Unknown
11292921,W202294898,hotel floryan old town,19.940834,50.0643997,,7,way/202294898,"accomodations,other_hotels",Unknown
11293763,W425337956,hotel punkaharju,29.3074245,61.8010368,,7,way/425337956,"accomodations,other_hotels",Unknown
11293830,W947205778,"Здание бывшей гостиницы ""Мадрид""",60.5886345,56.8861542,,7,way/947205778,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Unknown
11355965,W110357661,Бристоль,34.1721764,44.4960251,,7,way/110357661,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Россия
11367192,N2163121851,Фантаст,19.9019966,45.6527405,,7,node/2163121851,"architecture,historic_architecture,fortifications,historic,accomodations,interesting_places,castles,other_hotels,restaurants,foods,tourist_facilities,other_buildings_and_structures",Unknown
11367193,N2163121849,Фантаст,19.9019871,45.6526489,,7,node/2163121849,"fortifications,historic,accomodations,interesting_places,castles,other_hotels",Unknown
11367693,W296716176,U Wnuka,19.9454117,49.2953262,,7,way/296716176,"guest_houses,architecture,historic_architecture,accomodations,interesting_places,restaurants,foods,bars,tourist_facilities,other_buildings_and_structures",Unknown
11367761,N1387769462,hotel royal,19.9393291,50.0545082,,7,node/1387769462,"accomodations,other_hotels",Unknown
11370735,W241917530,Апулум,23.5731659,46.0683098,,7,way/241917530,"campsites,architecture,historic_architecture,fortifications,historic,accomodations,archaeology,interesting_places,destroyed_objects,castles,other_archaeological_sites",Unknown
11370933,R6438649,лондонская спа отель,30.7420635,46.4868393,,7,relation/6438649,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Unknown
11371373,W302691210,маринс парк отель ростов,39.7030067,47.2268181,,7,way/302691210,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Россия
11371951,N918549869,Сеурахуоне,30.6882915,61.701519,,7,node/918549869,"accomodations,other_hotels,restaurants,foods,tourist_facilities",Россия
11375399,N5181397887,Музей-квартира Н.С. Голованова,37.6058426,55.758358,,7,node/5181397887,"architecture,historic,accomodations,museums,other_museums,historic_architecture,apartments,monuments_and_memorials,burial_places,cultural,interesting_places,other_burial_places,monuments,other_buildings_and_structures",Россия
11381911,W105327375,Бристоль,34.17173,44.4962769,,7,way/105327375,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Россия
11385726,W108029314,Дача Гаусвальд,30.2835522,59.9777794,,7,way/108029314,"architecture,historic_architecture,accomodations,interesting_places,villas_and_chalet,other_buildings_and_structures",Россия
11446775,N908273280,Клуб Капан Ан,21.4369812,42.0001678,,7,node/908273280,"accomodations,foods,bars,tourist_facilities,hostels",Unknown
11446863,N6955242485,Kофейня „?”,20.4505463,44.8183632,,7,node/6955242485,"guest_houses,architecture,historic_architecture,accomodations,interesting_places,pubs,foods,bars,tourist_facilities,other_buildings_and_structures",Unknown
11447304,W563308679,Castrul roman de la Răcarii de Jos,23.5719223,44.5139465,,7,way/563308679,"campsites,fortifications,historic,accomodations,archaeology,interesting_places,castles,other_archaeological_sites",Unknown
11447306,W282114556,Castra of Slăveni,24.5291271,44.0819473,,7,way/282114556,"campsites,architecture,historic_architecture,fortifications,historic,accomodations,archaeology,interesting_places,destroyed_objects,castles,other_archaeological_sites",Unknown
11464144,N4060185663,отель невскии форум,30.3545036,59.9316483,,7,node/4060185663,"accomodations,other_hotels",Россия
11464145,N1288238563,невскии маяк,30.3535233,59.9325409,,7,node/1288238563,"accomodations,other_hotels",Россия
11464146,N4931727895,отель «nevsky house»,30.3550911,59.9320221,,7,node/4931727895,"accomodations,other_hotels",Россия
11464148,N1288238582,отель невскии 98,30.3552818,59.9321289,,7,node/1288238582,"accomodations,guest_houses",Россия
11464169,R2144288,Выборг,28.746088,60.7116318,,7,relation/2144288,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Россия
11464440,N702352432,шаляпин палас отель,49.1196136,55.7877731,,7,node/702352432,"accomodations,other_hotels",Россия
11465457,N258074587,гостиница версаль,131.879776,43.1166992,,7,node/258074587,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Unknown
11465458,N3062528415,Сибирское Подворье,131.8875885,43.1202812,,7,node/3062528415,"accomodations,other_hotels",Unknown
11474216,W394705975,Kофейня „?”,20.4524593,44.8177032,,7,way/394705975,"guest_houses,architecture,historic_architecture,accomodations,interesting_places,restaurants,foods,bars,tourist_facilities,other_buildings_and_structures",Unknown
11478151,W130850433,хилтон москва ленинградская,37.6517372,55.773983,,7,way/130850433,"accomodations,other_hotels",Unknown
11478168,W132719227,Дача Бугрова,43.180233,56.2241669,,7,way/132719227,"architecture,historic_architecture,accomodations,cultural,museums,interesting_places,other_museums,villas_and_chalet,other_buildings_and_structures",Unknown
11478294,W136485201,Королёвские номера,56.2429085,58.0168991,,7,way/136485201,"accomodations,other_hotels",Россия
11496987,R1707442,Крепость Бип,30.4436951,59.680748,,7,relation/1707442,"architecture,historic_architecture,historic,accomodations,fortifications,interesting_places,castles,other_hotels,other_buildings_and_structures",Россия
11552731,N475613591,Дом под иконой,19.9369431,50.0607147,,7,node/475613591,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Unknown
11555799,N1402012663,Старая тюрьма,20.2755604,63.8223991,,7,node/1402012663,"accomodations,other_hotels",Unknown
11555800,N295220040,Старая тюрьма,20.2755184,63.8224716,,7,node/295220040,"accomodations,other_hotels,pubs,foods,tourist_facilities",Unknown
11555880,W240857811,Angustia,26.3128681,46.05093,,7,way/240857811,"campsites,architecture,historic_architecture,fortifications,historic,accomodations,archaeology,interesting_places,destroyed_objects,castles,other_archaeological_sites",Unknown
11556525,R2142863,отель пекин,37.5938721,55.7686882,,7,relation/2142863,"accomodations,other_hotels",Unknown
11557173,N387417712,Марциальные Воды,33.8969727,62.1562271,,7,node/387417712,"resorts,historic,accomodations,historical_places,interesting_places,historic_settlements",Россия
11557295,N2078431231,Центральная,61.5591202,54.0838356,,7,node/2078431231,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Россия
11589670,N4479611947,Сайгон,30.3457584,59.9325562,,7,node/4479611947,"accomodations,other_hotels,cafes,foods,bars,tourist_facilities",Россия
11615419,N6569567811,Центральная,61.5589676,54.0839157,,7,node/6569567811,"architecture,historic_architecture,accomodations,interesting_places,hostels,other_buildings_and_structures",Россия
11615952,N762673587,Гостиница «Пассаж» 1890 год,39.8920212,59.2210426,,7,node/762673587,"accomodations,other_hotels",Unknown
11632771,W129321564,hotel cismigiu,26.0950623,44.4348907,,7,way/129321564,"accomodations,other_hotels",Unknown
11646616,N333136526,hotel mdm city centre,21.0164032,52.2213631,,7,node/333136526,"accomodations,other_hotels",Unknown
11646622,R11759263,raffles europejski warsaw,21.0150871,52.2419319,,7,relation/11759263,"accomodations,other_hotels",Unknown
11646623,N678963599,Europejski Grill,21.0141716,52.2415886,,7,node/678963599,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,restaurants,foods,tourist_facilities,other_buildings_and_structures",Unknown
11649110,N997874912,"Дача ""Чайка""",35.0358353,57.969677,,7,node/997874912,"architecture,historic_architecture,accomodations,cultural,museums,interesting_places,other_museums,villas_and_chalet,other_buildings_and_structures",Россия
11663011,R3889572,"Рэдиссон Ройал, Москва",37.5654907,55.7514572,,7,relation/3889572,"accomodations,other_hotels",Россия
11663014,R1275698,легендарныи отель советскии,37.5695343,55.7847786,,7,relation/1275698,"accomodations,other_hotels",Россия
11704633,W219742519,Praetorium of Castra Potaissa,23.7725048,46.5704765,,7,way/219742519,"campsites,architecture,historic_architecture,fortifications,historic,accomodations,archaeology,interesting_places,destroyed_objects,other_fortifications,other_archaeological_sites",Unknown
11706670,N1781913769,Украина,37.5660591,55.7515831,,7,node/1781913769,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,restaurants,foods,tourist_facilities,other_buildings_and_structures",Unknown
11724794,N6163869666,Hanul cu Tei,26.1021042,44.4321327,,7,node/6163869666,"accomodations,other_hotels",Unknown
11724795,N628641041,Hanul cu Tei,26.1021118,44.4322701,,7,node/628641041,"accomodations,other_hotels,pubs,foods,tourist_facilities",Unknown
11740886,N3032447925,гостиница волгоград,44.5139809,48.7079201,,7,node/3032447925,"accomodations,other_hotels",Россия
11741384,N8665022417,Усадьба Знаменка,29.9645138,59.8765182,,7,node/8665022417,"architecture,historic_architecture,accomodations,interesting_places,manor_houses,other_hotels",Россия
11741412,N1158137053,Дружба,28.7451248,60.7156677,,7,node/1158137053,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Unknown
11741749,N3002726095,№25 Гостиница «Центральная»,60.6131592,56.8351784,,7,node/3002726095,"accomodations,other_hotels",Unknown
11744916,N1826640863,Музей-квартира священника Павла Флоренского,37.5805511,55.7392502,,7,node/1826640863,"architecture,historic_architecture,apartments,accomodations,cultural,museums,interesting_places,other_museums,other_buildings_and_structures",Unknown
11751528,W228481240,"Дача ""Кичкине"" (увидели с моря)",34.130558,44.4373741,,7,way/228481240,"palaces,architecture,historic_architecture,accomodations,cultural,museums,interesting_places,other_museums,villas_and_chalet",Unknown
11755372,W125901372,Гостиница Волгоград,44.5145531,48.7076302,,7,way/125901372,"accomodations,other_hotels",Россия
11774045,W227475452,Кичкинэ,34.1299515,44.4365578,,7,way/227475452,"accomodations,villas_and_chalet,palaces,interesting_places,architecture,historic_architecture",Россия
11833911,N2463345566,Метрополь,37.62117,55.758831,,7,node/2463345566,"architecture,historic_architecture,accomodations,theatres_and_entertainments,cultural,cinemas,interesting_places,other_hotels,restaurants,foods,tourist_facilities,other_buildings_and_structures",Unknown
12305408,H2130003,dom nałeczowski,22.2121525,51.2897911,,7,,"architecture,historic_architecture,accomodations,interesting_places,manor_houses,villas_and_chalet",Unknown
12880790,H87101,hotel polonia palace,21.0101624,52.2293777,,7,,"architecture,historic_architecture,accomodations,interesting_places,other_hotels,other_buildings_and_structures",Unknown
12880826,H240458,гостиничныи комплекс башкирия,55.9492722,54.7305908,,7,,"accomodations,other_hotels",Unknown
14268073,H679093,коттедж в старои руссе,31.3654537,57.9868317,,7,,"resorts,guest_houses,accomodations",Unknown
14417985,H3344178,"Здание гостиницы ""Сеурахуоне"" (Сортавала)",30.6887932,61.7014198,,7,,"accomodations,other_hotels,foods,restaurants,tourist_facilities",Россия
14418400,H5306497,хостел невскии а 88,30.3519516,59.9334793,,7,,"accomodations,hostels",Россия
14421751,H3222647,отель невскии 67,30.3537407,59.9316597,,7,,"accomodations,other_hotels",Россия
14421752,H48715,невскии контур,30.3517895,59.9331894,,7,,"accomodations,other_hotels",Россия
14424893,R85761,гостиница метрополь,37.6214867,55.7584267,,7,relation/85761,"accomodations,cultural,cinemas,theatres_and_entertainments,interesting_places,other_hotels",Россия
14463139,Q4165438,Дом Чичерина,30.3183327,59.9361115,,7,,"accomodations,cinemas,cultural,theatres_and_entertainments,interesting_places,other_hotels",Россия
14476796,Q12723647,Castrul roman Piroboridava,27.2333298,45.9833298,,7,,"campsites,fortifications,historic,accomodations,archaeology,interesting_places,other_fortifications,other_archaeological_sites",Unknown
14647056,Q74591059,Дача Якобсона,39.7346802,43.5710106,,7,,"historic_architecture,architecture,accomodations,interesting_places,villas_and_chalet,other_buildings_and_structures",Unknown
14685901,Q1249209,Hotel Saski in Warsaw,21.0030823,52.2419434,,7,,"accomodations,other_hotels",Unknown
14689759,Q3145609,Хотел „Национал“,20.4510994,44.8185997,,7,,"accomodations,other_hotels",Unknown
15110503,Q91194668,Дача оружейника И. Ф. Петрова,53.0765572,56.9215546,,7,,"historic_architecture,architecture,accomodations,interesting_places,villas_and_chalet,other_buildings_and_structures",Россия
15144797,Q1630854,Hotel Central,21.0081806,52.2287102,,7,,"accomodations,other_hotels",Unknown
15157851,Q9149233,Hotel Alumnat in Tykocin,22.7738895,53.2080574,,7,,"accomodations,other_hotels,restaurants,foods,tourist_facilities",Unknown
15157970,Q9294140,Saski Hotel in Kraków,19.9375,50.0634003,,7,,"accomodations,other_hotels",Unknown
15162607,Q12367663,Kuivastu kõrtsihoone,23.3816547,58.5723457,,7,,"guest_houses,historic_architecture,architecture,accomodations,interesting_places,foods,bars,tourist_facilities,other_buildings_and_structures",Unknown
15165600,Q16412999,Pärnu Mud Baths,24.496254,58.3757553,,7,,"accomodations,other_hotels",Unknown
15394047,Q16678012,Московская,39.7122803,47.220829,,7,,"accomodations,other_hotels",Россия
15412039,Q18326911,Бристоль,39.2063637,51.6661453,,7,,"accomodations,other_hotels",Россия
15419879,Q25421840,Дача Кривицкого «Остенде»,33.3671379,45.1847687,,7,,"historic_architecture,architecture,accomodations,interesting_places,manor_houses,villas_and_chalet",Россия
15464819,Q29018627,"Нью-Йорк (гостиница, Новочеркасск)",40.1117134,47.4113007,,7,,"accomodations,other_hotels",Россия
15606096,Q4155404,Дача С. И. Дворжецкого,29.9580326,60.1069832,,7,,"historic_architecture,architecture,accomodations,interesting_places,villas_and_chalet,other_buildings_and_structures",Россия
15606099,Q4155397,Дача Е. Ф. Важевской,29.9522018,60.1074371,,7,,"historic_architecture,architecture,accomodations,interesting_places,villas_and_chalet,other_buildings_and_structures",Unknown
15606100,Q4155398,Дача Зеленогорска,29.6581078,60.1916542,,7,,"historic_architecture,architecture,accomodations,interesting_places,villas_and_chalet,other_buildings_and_structures",Unknown
15606101,Q4155401,Дача Кривдиной,29.9549809,60.10466,,7,,"historic_architecture,architecture,accomodations,interesting_places,villas_and_chalet,other_buildings_and_structures",Unknown
15606439,Q4423067,Славянский базар (ресторан),37.6227798,55.7577782,,7,,"accomodations,other_hotels",Unknown
15619498,Q12377572,Tõrva kõrtsihoone,25.9221954,58.0026093,,7,,"guest_houses,historic_architecture,architecture,accomodations,interesting_places,foods,bars,tourist_facilities,other_buildings_and_structures",Unknown
15642390,Q19799726,Дача А.Г. Орлова,37.6051407,55.7096062,,7,,"historic_architecture,architecture,accomodations,interesting_places,natural,nature_reserves,other_nature_conservation_areas,villas_and_chalet,other_buildings_and_structures",Россия
15722301,Q30890606,Арагви,37.6108284,55.7616692,,7,,"accomodations,other_hotels,restaurants,foods,tourist_facilities",Россия
15834388,Q4165325,Дом Лобанова-Ростовского,30.3080559,59.9347229,,7,,"accomodations,other_hotels",Россия
15993466,Q55462853,"Эрмитаж (гостиница, Екатеринбург)",60.6062889,56.8345184,,7,,"accomodations,other_hotels",Россия
16055291,Q612877,Castra of Boroșneu Mare,26.0169849,45.8438606,,7,,"campsites,fortifications,historic,accomodations,archaeology,interesting_places,other_fortifications,other_archaeological_sites",Unknown
16056559,Q1217504,"Hotel New York, Cluj-Napoca",23.5897713,46.7686348,,7,,"accomodations,other_hotels",Unknown
16062096,Q4155409,Дача Я. М. Гольденова,29.9573593,60.1060295,,7,,"historic_architecture,architecture,accomodations,interesting_places,villas_and_chalet,other_buildings_and_structures",Unknown
16104548,Q25421539,Дача «Альпийская роза»,33.3636627,45.1842651,,7,,"historic_architecture,architecture,accomodations,interesting_places,villas_and_chalet,other_buildings_and_structures",Unknown
16205857,Q43325447,Дача Шишмарёва,30.2587795,59.9835434,,7,,"historic_architecture,architecture,accomodations,interesting_places,villas_and_chalet,other_buildings_and_structures",Unknown
3269377,W819541271,hotel fis,20.06143,49.1285286,,3,way/819541271,"accomodations,other_hotels",Unknown
3269505,W33863872,horsky hotel popradske pleso,20.0799179,49.1550064,,3,way/33863872,"accomodations,alpine_hut",Unknown
3283232,W174874952,hotel gromada zakopane,19.9516602,49.2947159,,3,way/174874952,"accomodations,alpine_hut",Unknown
3653380,N7078168259,kremenaros,22.6452103,49.1041985,,3,node/7078168259,"campsites,accomodations,hostels,alpine_hut",Unknown
3670384,W259212046,отель власта,24.0151863,49.85252,,3,way/259212046,"accomodations,other_hotels",Unknown
3675467,N5694150022,Bristol,25.9337215,48.2943764,,3,node/5694150022,"accomodations,other_hotels",Unknown
3716714,N4906265121,Кав'ярня на Львівській,30.3743134,50.4543953,,3,node/4906265121,"accomodations,cafes,foods,villas_and_chalet,tourist_facilities",Unknown
3716749,N7766435475,"Садиба Бахарєва І. К., межа ХІХ —ХХ сторіччя",30.3836422,50.4550629,,3,node/7766435475,"accomodations,villas_and_chalet",Unknown
3908574,N3218033069,Москва,37.6174049,55.7570267,,3,node/3218033069,"architecture,historic_architecture,accomodations,cultural,cinemas,theatres_and_entertainments,interesting_places,destroyed_objects,other_hotels",Россия
3992886,N4359360474,Кино&Театр Англетер,30.3086796,59.9338036,,3,node/4359360474,"accomodations,cultural,cinemas,theatres_and_entertainments,interesting_places,other_hotels",Россия
3994767,N258371903,гостиница коринтия санкт-петербург,30.3508606,59.9320793,,3,node/258371903,"accomodations,other_hotels",Россия
4000940,W23247957,aрт отель карелия,30.4258423,59.9700394,,3,way/23247957,"accomodations,other_hotels",Россия
4839689,N3086081068,hotel vista sapporo nakajima koen,141.3527985,43.04842,,3,node/3086081068,"accomodations,other_hotels",Unknown
4842629,N4351918424,道の駅スタープラザ芦別,142.1893158,43.5253601,,3,node/4351918424,"guest_houses,accomodations,foods,bars,tourist_facilities",Unknown
6962194,W333439026,отель салют,37.4830894,55.6514473,,3,way/333439026,"accomodations,other_hotels",Россия
6999247,R1819571,Парк Тауэр,37.5713921,55.8265114,,3,relation/1819571,"accomodations,other_hotels",Unknown
7001744,R225030,Москва,37.6174622,55.7573318,,3,relation/225030,"architecture,historic_architecture,accomodations,interesting_places,destroyed_objects,other_hotels",Unknown
7001751,W27121570,State guesthouse,24.8744755,60.1927376,,3,way/27121570,"accomodations,other_hotels",Unknown
7001762,W49861780,Англетер,30.3096809,59.9336891,,3,way/49861780,"accomodations,other_hotels",Unknown
9596461,W40347384,Парк Инн Пулковская,30.3185215,59.8427696,,3,way/40347384,"accomodations,other_hotels",Россия
10071333,W508887500,SO/,30.3090954,59.9349861,,3,way/508887500,"accomodations,other_hotels",Россия
11170257,N3664591841,Papradište,21.4387054,41.6416359,,3,node/3664591841,"accomodations,alpine_hut",Unknown
11170351,W26825975,Hotel Yugoslavia,20.4203339,44.8298759,,3,way/26825975,"accomodations,other_hotels",Unknown
11170753,N274090052,mountain hut Makedonia,23.4397869,42.0471802,,3,node/274090052,"accomodations,alpine_hut",Unknown
11170760,W233851581,Академик,24.619791,42.0302811,,3,way/233851581,"accomodations,alpine_hut",Unknown
11171030,R1871308,"Государственная дача ""Бочаров ручей""",39.7053146,43.6175194,,3,relation/1871308,"urban_environment,accomodations,villas_and_chalet,gardens_and_parks,interesting_places,cultural",Россия
11182692,N3437149656,hotel pannonia,20.7818165,48.1031685,,3,node/3437149656,"accomodations,other_hotels",Unknown
11182703,N944028881,Grand Hotel Kempinski High Tatras,20.0589294,49.1193657,,3,node/944028881,"accomodations,other_hotels",Unknown
11182704,N7613663644,Grand Hotel Kempinski High Tatras Hosted the V4 Presidents Summit with Dignity,20.0573196,49.1200752,,3,node/7613663644,"accomodations,other_hotels",Unknown
11186503,N8961490896,Братислава,30.6103344,50.4570618,,3,node/8961490896,"accomodations,other_hotels",Unknown
11186752,N3782980460,doubletree by hilton минск,27.5482521,53.9081802,,3,node/3782980460,"accomodations,other_hotels",Unknown
11186758,N305684946,Турист,27.6275425,53.875946,,3,node/305684946,"accomodations,other_hotels,restaurants,foods,tourist_facilities",Unknown
11187015,W42766205,Президент-Отель,37.6127815,55.7375107,,3,way/42766205,"accomodations,other_hotels",Unknown
11187063,N4386309397,отель красные ворота,37.6473503,55.7700043,,3,node/4386309397,"accomodations,other_hotels",Unknown
11187462,R1598177,гостиница октябрьская,30.3624191,59.9324303,,3,relation/1598177,"accomodations,other_hotels",Россия
11189485,N4403656719,Jozankei Grand Hotel Zuien,141.15979,42.9635925,,3,node/4403656719,"accomodations,other_hotels",Unknown
11189486,N4405151490,Jozankei Hotel,141.1613007,42.9650154,,3,node/4405151490,"accomodations,other_hotels",Unknown
11189493,N7972730016,new otani inn sapporo,141.354126,43.0642128,,3,node/7972730016,"accomodations,other_hotels",Unknown
11189494,N2019848361,New Otani Inn Sapporo,141.3548431,43.0644798,,3,node/2019848361,"accomodations,other_hotels",Unknown
11189498,N5251690505,chateraise gateaux kingdom sapporo hotel & resort,141.3569489,43.1723709,,3,node/5251690505,"accomodations,other_hotels",Unknown
11201318,R8260387,Юность,37.5634918,55.7219315,,3,relation/8260387,"accomodations,other_hotels",Россия
11201401,W24544281,Выборгская,30.3077679,59.9868202,,3,way/24544281,"accomodations,other_hotels",Россия
11203284,N2519645003,Hakodate Kokusai Hotel,140.7223358,41.7696495,,3,node/2519645003,"accomodations,other_hotels",Unknown
11203446,W281229043,Koniec Świata Schronisko w Łupkowie,22.0665741,49.2358398,,3,way/281229043,"accomodations,alpine_hut",Unknown
11214308,W347519068,Schronisko Górskie Głodówka,20.1167717,49.3020744,,3,way/347519068,"accomodations,alpine_hut",Unknown
11219212,N3123418509,Турист,30.3352108,53.8830147,,3,node/3123418509,"accomodations,other_hotels,restaurants,foods,tourist_facilities",Unknown
11224830,N1019324668,"Большой концертный зал ""Космос""",37.6456795,55.8221893,,3,node/1019324668,"accomodations,cultural,theatres_and_entertainments,interesting_places,music_venues,other_hotels",Россия
11245627,W17559880,Парк-Инн Прибалтийская,30.2144814,59.9388275,,3,way/17559880,"accomodations,other_hotels",Россия
11245628,R1588277,"Октябрьская (гостиница, Санкт-Петербург)",30.3602848,59.930748,,3,relation/1588277,"accomodations,other_hotels",Unknown
11245655,N1698502135,hotelli kivitippu,23.6432552,63.2485161,,3,node/1698502135,"accomodations,baths_and_saunas,saunas,other_hotels,restaurants,amusements,foods,tourist_facilities",Unknown
11245681,R7006911,Космос,37.6470871,55.822422,,3,relation/7006911,"accomodations,other_hotels",Unknown
11245682,W200934588,Hotelli Mesikämmen,24.1819305,62.5345764,,3,way/200934588,"accomodations,other_hotels",Unknown
11245686,N2025828789,HOTEL KEIHAN SAPPORO,141.3462067,43.0677376,,3,node/2025828789,"accomodations,other_hotels",Unknown
11263145,W359187851,хижа Иван Вазов,23.2834282,42.1897087,,3,way/359187851,"accomodations,alpine_hut",Unknown
11263146,N3639441612,Иван Вазов,23.2834644,42.1897354,,3,node/3639441612,"accomodations,alpine_hut",Unknown
11263147,N274090078,Sedemte Ezera,23.3240871,42.2076073,,3,node/274090078,"accomodations,alpine_hut",Unknown
11263228,W23695456,pullman bucharest world trade center,26.0695992,44.4756927,,3,way/23695456,"accomodations,other_hotels",Unknown
11263378,N3629432308,Иверия,44.7921295,41.7040062,,3,node/3629432308,"accomodations,other_hotels,cafes,foods,tourist_facilities",Unknown
11275530,W280276318,Bacówka PTTK Jaworzec,22.4419746,49.2220154,,3,way/280276318,"accomodations,alpine_hut",Unknown
11278349,W544379770,Holiday Club Caribia,22.2917175,60.4606285,,3,way/544379770,"accomodations,baths_and_saunas,saunas,water_parks,other_hotels,amusements",Unknown
11279292,N2463731635,лотте отель москва - the leading hotels of the world,37.5837593,55.7501373,,3,node/2463731635,"accomodations,other_hotels",Россия
11279751,R3132624,Москва,30.3875027,59.9253159,,3,relation/3132624,"accomodations,other_hotels",Россия
11279763,R3288249,отель санкт-петербург,30.3413792,59.9569435,,3,relation/3288249,"accomodations,other_hotels",Unknown
11279778,N5974703975,Иматран Валтионхотелли,28.7710323,61.1689453,,3,node/5974703975,"accomodations,other_hotels",Unknown
11279779,N1515303032,Иматран Валтионхотелли,28.7689819,61.1687698,,3,node/1515303032,"accomodations,water_parks,other_hotels,amusements",Unknown
11279781,W201532070,Cirque de Saimaa,28.6954288,61.1925697,,3,way/201532070,"accomodations,water_parks,other_hotels,amusements",Unknown
11280057,W63205420,Ривьера,49.1310043,55.8148384,,3,way/63205420,"accomodations,water_parks,other_hotels,amusements,amusement_parks",Россия
11280064,N702352946,отель корстон тауэр казань,49.1495476,55.7938385,,3,node/702352946,"accomodations,other_hotels,shops,malls,tourist_facilities",Россия
11281805,N4351926760,道の駅　富士見,141.7931976,44.7141914,,3,node/4351926760,"guest_houses,accomodations,foods,bars,tourist_facilities",Unknown
11281808,N7409905212,Seiwa Onsen Luonto,142.1385956,44.1143684,,3,node/7409905212,"guest_houses,accomodations,baths_and_saunas,thermal_baths,amusements,foods,bars,tourist_facilities",Unknown
